ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
-1.9527112607820034,0.1737655196125373,-1.0182831180134158,-0.12203396638443599,1.2701943901799868,-0.2993725731387426,2.5979883380782183,0.6474213012429579,0.656404865184467,0
-0.12877291396746962,0.834078045670691,0.7856921956758587,2.1611817584210056,-2.0963321578512892,-0.4956334269712916,-0.8902497845802065,0.10175989545054348,0.7648461327019089,1
0.9502459502403052,1.2283396580143848,-1.014182802559822,-1.0490371039213502,0.00808810070454428,1.4781074808418309,0.754979624565401,0.5059296325109561,0.9755543229920084,0
0.855631772484102,0.3467738358025656,0.6577506198522924,1.0855793252472772,-1.075064380604341,-0.837017526366982,1.3512955131424873,-0.345114828061232,0.10818093657793557,1
-0.25201706381150263,0.10932710777205563,-0.5340198392921014,-0.20019109203299398,-0.03914132085584336,0.3378440718437691,0.10218947338789788,0.9605966681268574,-0.1860915525184385,1
-0.44399544966389937,-0.857351981157627,-1.1201118248138842,0.36508588321609775,1.3140083915986793,-0.9102027335978181,1.7819719448538411,0.02640815712934481,-1.3636268450158457,1
-0.7775687474603594,-0.46678891471681694,0.49076844103086237,-0.2044346624957963,0.00808810070454428,0.05928344608566253,0.1158597582970976,0.5813672336585803,-2.2319292530635244,0
0.46730164440752675,-0.2661640724448976,0.02794658640516722,0.2158392525431267,0.3006715417426715,-1.2995253826063595,1.6129053416058208,0.014105384437318588,-1.4431145274381287,0
0.9221359213091816,-0.2949980218873717,-1.0052968526625758,-1.9924398074873426,-0.7605721653852497,0.4469380484675297,0.8968310933587038,-1.118850519655914,-0.006797290744542216,0
-0.34013286103449625,-0.25721080229320153,-0.6165796577940303,-0.42649167755589934,1.3979808751611036,-0.26735808221607066,0.22605187827556475,-0.26595093909839856,-0.1977774450959777,1
-0.26777896443452676,-0.05293609805851627,1.343502806093726,1.7545702600832467,0.34743713273337146,0.8681060308688998,-1.6458793042972852,0.02157933486526584,0.08063987268755778,0
-0.027257722552769047,-1.26909052597391,0.7088772918052395,0.8296105210969654,0.00808810070454428,-0.9889401566855848,0.26927197179311163,-1.144250911495317,-0.17555659364540613,0
-0.3682322585190207,0.5774645979428449,-1.1071999480926062,0.11224307217428041,1.7260754654472135,0.46780740149557937,2.3755934443638966,-2.66592131980945,-0.6944447139345548,1
-0.6098002576568428,1.2045863627744098,-2.3570365864212803,-0.6272130387739108,1.2474163074038491,0.11150023561038552,-0.9564578259476781,2.134225002667281,0.15707778572319603,1
-1.0957321405574438,-0.8994983372052289,0.7696302339497001,-1.0205216232876693,1.149919426722963,0.7544287663949119,0.9136862995173144,0.8876362966029326,3.0645413382477877,0
-0.027257722552769047,0.7169863566177777,0.002146077093581552,-0.7961269407496879,0.00808810070454428,-0.3500726009785504,-0.832666425239617,2.940421536748953,-1.2484583120815886,0
0.2368726090433456,0.5101898362063653,-0.41855348804016385,-0.25247705489353395,0.695618720175368,1.180631182131836,-0.6555848680158407,-1.3614667433747256,1.8671851627923048,1
-1.6537671018507247,-0.7351103538155342,2.1626323028379133,1.0210102830365544,0.891809542909924,-0.5993306884324288,0.6133373985529271,-0.3637857178492443,-0.28916618536878513,0
0.5413396330527004,0.6716506854025461,0.09591228276777224,0.19633236628030196,0.5114625510003774,-0.15614252231035802,0.16240025101453284,0.4010770429787292,-0.4896848820782761,0
0.379442566722412,-1.157071673677831,0.4550174507003008,0.7735886650814732,-2.0963321578512892,0.842444272755796,-0.18669877237265647,-0.045694083099950926,0.27479442559535533,1
-0.5810567936422563,-0.36682257872541457,1.884561630013442,0.7160430759694203,0.00808810070454428,1.2788723750399198,0.4841832958904585,-1.2553431620018654,0.810224436323465,0
-0.32351671915137953,-0.1424544372915825,-0.30570481868968374,-0.47703527775005156,1.4494706870341572,0.357216346896546,-2.5198838288686023,1.0997274555435943,0.3886210959584725,1
-0.026368622573125625,-1.909488149436456,-0.06343819955340349,0.053443134900133714,-0.03914132085584336,-0.44261932299738976,0.18027092512507545,-2.540070575755977,0.9750800363074014,1
-0.05965768761746315,-1.532123062224165,1.2537163028387788,-0.22441378113326707,0.00808810070454428,-0.22171443409967653,1.1000970138072574,-0.7789033091384905,-2.6521618815956556,0
-0.27817956724741444,-0.14502179910485039,-0.6675390836099515,-0.47872882730104027,-0.26737185839489214,-0.5369592744070661,-1.9388146601114764,1.2835382128564605,-2.568573793946699,0
-0.03292855221520718,-0.3068683616065786,0.9877771666094084,0.9411478223935303,-0.1723571133651228,-1.2342012395886437,-1.2933724887804783,-0.8679110422834174,1.776487487758172,0
0.48388909359068927,0.7816667456717348,2.0538451013085544,-0.6233468498252267,-0.9375529140698455,1.6715583526541145,-0.7566863681225351,-0.941730739360171,0.8133707807168896,1
0.11534132965982319,-0.22563622866471617,-0.1475314671267161,0.8478469303061225,-0.03914132085584336,-0.605445136383961,0.6385873739260465,0.33850329960897657,0.6401279119200145,1
2.1789038057053194,0.6592394040743265,-1.4079445267139117,-1.7756578209001141,1.1013468097286156,1.2359305054442418,1.3367891207603162,-0.7764366632453096,-0.8687174882942648,0
-0.10785435990979783,0.8260281509565882,-0.4860986062063114,0.5557658489881467,-1.026664942732743,0.022312595851382507,-0.6118773363053892,0.16049332550333237,-1.636741052677956,0
1.6587887232037917,2.360769192197306,-0.03500825153930774,-1.1845275481139277,0.9608368822134755,1.8839758633579313,-0.1860807017622516,-0.2680352450152991,-0.9986865824898248,1
-0.5195237087420567,-1.5592315586499497,0.0433758186788187,-0.914027791263805,0.17577703637515285,1.7950912450391079,0.3228671362761138,-1.1066798732604572,-0.7293502366904845,0
0.638522756838052,-2.3512534702662164,2.565550435635773,-1.2485420548992452,0.00808810070454428,-0.7273330457963432,-0.24997544811002342,1.343596948617578,-2.0150282499357313,0
0.6598192703425027,-1.4067764843482296,2.9438566805785613,-1.5095140000377396,-1.9762981654209768,-0.41880340858013226,-0.5404513710845238,0.022782618900755416,-1.874305038146386,1
0.2681226045960101,0.8215940588194124,-0.4412370281037441,-1.2222134028553098,0.00808810070454428,0.35656397846367177,-0.0686444857399974,2.0930931470875582,-2.418553324067371,0
0.05021895551743521,-0.6659368796699668,0.9504093898906327,-1.5210222022556823,0.00808810070454428,1.2085581748360277,0.09628900212287525,-0.5422055617517261,0.43703647816412944,0
0.9072491380917801,-0.5445058257741969,-0.4702543154032804,0.17014233167889425,0.00808810070454428,0.8717941155971658,-1.1814653437691858,-0.6765827326350711,-1.7183318650031019,0
0.29770267993698946,-0.09385553834582375,-0.5777797194666694,1.0784294959120149,0.41461335128749105,-1.9673547043065227,0.5090932596994056,1.0807930027955166,0.45407509374486194,0
-0.9759701069646277,-1.6858975085573964,-0.6305263171465509,0.46777896294393906,1.7480153644356133,-0.10501396842501323,-0.2972976322681159,-0.01562189353503147,-0.12279345354588918,0
1.0403867863803538,0.9852702970122058,1.2150880546765752,0.6682507014701198,-0.03914132085584336,-1.2061856402096582,0.8721608546421667,0.022782618900755416,-0.3417523672567727,1
0.04403876957291019,-0.4882438958331604,-0.2614642648872055,0.6297510857283838,0.14685025900241477,-0.7660744007408231,0.9498336149156115,1.4061082652021528,-0.25158745970530305,1
-1.993367029623475,-0.9318292449763211,0.1877559735777456,0.9369038420632314,-0.03914132085584336,1.472663730362838,-0.12320701133564875,0.3014761375310457,-1.4917766980473188,1
1.9156846516207582,0.5528281459276441,-0.7707596963998532,-2.4046454113638287,-1.0972567062566032,-0.034654428995617034,1.496500290759277,0.23919728534646692,-0.7852099313280576,0
-0.3855060188722904,-0.3063367156944877,0.4570955862676699,-0.24340556020403167,-1.3429495151378925,-0.2083204510403407,-0.4016480940547445,1.1056517864202438,-0.3049816466269817,0
-0.027257722552769047,0.11782558617534797,0.3495942819061047,-0.7440163119377522,-0.12149471160338157,-1.707454861839277,-0.14058678053050583,-2.0758873399294613,0.21197160718089458,0
-0.8034889610236916,0.18618001971365689,0.3595873708026802,0.36215549188084395,-0.5929545034837992,0.09294295669286841,1.1383918457843205,-0.40503576735116703,0.7942113930171898,0
-0.027257722552769047,-1.7394391164244571,-0.17937409864377235,-2.0161235973203864,1.8438264149662862,1.1415671416172268,1.5150184905024504,-1.0393084814657911,-0.8532684649825731,0
